,Name,Year,Age,Team,Position,Games,Games Started,Minutes Per Game,Field Goals Per Game,Field Goal Attempts Per Game,Field Goal Percent,3-Point Field Goals Per Game,3-Point Field Goal Attempts Per Game,3-Point Field Goal Percent,2-Point Field Goals Per Game,2-Point Field Goal Attempts Per Game,2-Point Field Goal Percent,Effective Field Goal Percent,Free Throws Per Game,Free Throw Attempts Per Game,Free Throw Percent,Offensive Rebounds Per Game,Defensive Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Turnovers Per Game,Personal Fouls Per Game,Points Per Game
448,Dion Waiters,2015,23,TOT,SG,80,23,27.6,4.7,11.8,.396,0.9,3.1,.297,3.8,8.8,.431,.435,1.5,2.2,.680,0.5,1.9,2.0,1.1,0.3,1.4,1.9,11.8
449,Dion Waiters,2016,24,OKC,SG,78,15,27.6,3.6,9.1,.399,1.1,3.1,.358,2.5,6.0,.421,.460,1.4,2.0,.713,0.5,2.1,2.0,1.0,0.2,1.5,1.8,9.8
450,Dion Waiters,2017,25,MIA,SG,46,43,30.1,6.1,14.4,.424,1.8,4.7,.395,4.3,9.7,.438,.488,1.8,2.8,.646,0.4,2.9,4.3,0.9,0.4,2.2,2.1,15.8
451,Dion Waiters,2018,26,MIA,SG,30,30,30.6,5.4,13.7,.398,1.7,5.7,.306,3.7,8.0,.463,.461,1.7,2.3,.739,0.3,2.3,3.8,0.8,0.3,2.3,2.0,14.3
452,Dion Waiters,2019,27,MIA,SG,2,0,17.5,4.5,9.5,.474,2.0,6.5,.308,2.5,3.0,.833,.579,0.0,2.0,.000,0.0,1.5,3.5,0.5,0.0,0.0,0.0,11.0
453,Kelly Olynyk,2014,22,BOS,C,70,9,20.0,3.3,7.2,.466,0.6,1.6,.351,2.8,5.5,.500,.506,1.4,1.7,.811,2.0,3.2,1.6,0.5,0.4,1.5,3.2,8.7
454,Kelly Olynyk,2015,23,BOS,C,64,13,22.2,3.9,8.3,.475,1.0,2.7,.349,3.0,5.5,.538,.533,1.5,2.1,.684,1.4,3.3,1.7,1.0,0.6,1.5,3.3,10.3
455,Kelly Olynyk,2016,24,BOS,C,69,8,20.2,3.7,8.1,.455,1.2,3.0,.405,2.4,5.0,.486,.531,1.4,1.9,.750,1.0,3.0,1.5,0.8,0.5,1.1,2.4,10.0
456,Kelly Olynyk,2017,25,BOS,C,75,6,20.5,3.5,6.8,.512,0.9,2.6,.354,2.6,4.2,.608,.579,1.2,1.6,.732,1.0,3.8,2.0,0.6,0.4,1.3,2.8,9.0
457,Kelly Olynyk,2018,26,MIA,PF,76,22,23.4,4.2,8.4,.497,1.4,3.7,.379,2.8,4.7,.590,.580,1.8,2.3,.770,1.2,4.5,2.7,0.8,0.5,1.9,2.9,11.5
458,Kelly Olynyk,2019,27,MIA,PF,38,5,21.0,3.0,6.8,.442,1.5,4.4,.337,1.5,2.4,.637,.552,2.1,2.7,.794,1.0,3.4,1.9,0.7,0.4,1.4,2.2,9.7
459,Josh Richardson,2016,22,MIA,SG,52,2,21.3,2.4,5.2,.452,1.0,2.2,.461,1.3,3.0,.446,.550,0.8,1.2,.667,0.4,1.7,1.4,0.7,0.5,0.7,2.1,6.6
460,Josh Richardson,2017,23,MIA,SG,53,34,30.5,3.8,9.7,.394,1.4,4.3,.330,2.4,5.4,.444,.467,1.1,1.5,.779,0.7,2.5,2.6,1.1,0.7,1.2,2.5,10.2
461,Josh Richardson,2018,24,MIA,SF,81,81,33.2,4.9,10.9,.451,1.6,4.1,.378,3.4,6.8,.495,.523,1.5,1.8,.845,0.9,2.7,2.9,1.5,0.9,1.7,2.5,12.9
462,Josh Richardson,2019,25,MIA,SG,38,38,34.8,6.3,15.4,.406,2.5,6.7,.374,3.8,8.7,.431,.487,3.1,3.6,.861,0.8,3.1,3.7,1.1,0.6,1.8,2.9,18.1
463,Derrick Jones Jr.,2017,19,PHO,SF,32,8,17.0,2.1,3.8,.562,0.1,0.3,.273,2.0,3.4,.591,.574,0.9,1.3,.707,1.2,1.3,0.4,0.4,0.4,0.4,2.0,5.3
464,Derrick Jones Jr.,2018,20,TOT,SF,20,8,12.3,1.1,2.7,.396,0.2,0.9,.167,0.9,1.8,.514,.425,0.8,1.2,.667,1.1,0.9,0.5,0.2,0.7,0.4,1.2,3.1
465,Derrick Jones Jr.,2019,21,MIA,SF,28,5,18.2,2.6,5.3,.490,0.5,1.4,.350,2.1,3.9,.541,.537,1.3,2.0,.632,2.0,2.4,0.5,0.9,0.7,0.7,2.1,7.0
466,Duncan Robinson,2019,24,MIA,PF,4,0,7.3,0.5,1.5,.333,0.5,1.5,.333,0.0,0.0,,.500,0.0,0.0,,0.0,1.3,0.0,0.3,0.0,0.0,0.3,1.5
467,Wayne Ellington,2010,22,MIN,SG,76,1,18.2,2.5,5.9,.424,0.8,2.1,.395,1.7,3.8,.441,.496,0.8,0.9,.871,0.4,1.7,1.0,0.3,0.1,1.0,0.9,6.6
468,Wayne Ellington,2011,23,MIN,SG,62,8,19.0,2.6,6.4,.403,0.8,2.0,.397,1.8,4.5,.406,.463,0.7,0.9,.792,0.4,1.3,1.2,0.5,0.0,0.9,1.4,6.6
469,Wayne Ellington,2012,24,MIN,SG,51,4,19.1,2.4,5.9,.404,0.7,2.1,.324,1.7,3.8,.448,.462,0.6,0.8,.800,0.3,1.7,0.6,0.5,0.2,0.5,1.1,6.1
470,Wayne Ellington,2013,25,TOT,SG,78,21,21.3,2.9,6.8,.427,1.2,3.1,.392,1.7,3.7,.457,.516,0.9,1.0,.907,0.3,1.8,1.3,0.6,0.0,0.7,1.0,7.9
471,Wayne Ellington,2014,26,DAL,SG,45,1,8.7,1.2,2.8,.437,0.6,1.3,.424,0.7,1.5,.448,.536,0.2,0.2,.909,0.2,0.8,0.4,0.4,0.0,0.2,0.7,3.2
472,Wayne Ellington,2015,27,LAL,SG,65,36,25.8,3.9,9.5,.412,1.4,3.7,.370,2.5,5.8,.439,.485,0.8,1.0,.813,0.5,2.8,1.6,0.5,0.0,0.8,1.2,10.0
473,Wayne Ellington,2016,28,BRK,SG,76,41,21.3,2.9,7.4,.389,1.3,3.5,.358,1.6,3.9,.416,.474,0.7,0.8,.857,0.3,2.0,1.1,0.6,0.1,0.6,1.1,7.7
474,Wayne Ellington,2017,29,MIA,SG,62,13,24.2,3.7,9.0,.416,2.4,6.4,.378,1.3,2.6,.509,.550,0.6,0.7,.860,0.3,1.8,1.1,0.6,0.1,0.5,1.1,10.5
475,Wayne Ellington,2018,30,MIA,SG,77,2,26.5,3.7,9.1,.407,2.9,7.5,.392,0.8,1.6,.479,.569,0.9,1.0,.859,0.3,2.5,1.0,0.7,0.1,0.7,1.2,11.2
476,Wayne Ellington,2019,31,MIA,SG,20,10,22.7,2.7,7.6,.358,2.3,6.3,.365,0.4,1.3,.320,.510,0.6,0.7,.846,0.3,1.8,1.4,1.1,0.2,0.7,1.7,8.3
477,Udonis Haslem,2004,23,MIA,PF,75,24,23.9,2.7,6.0,.459,0.0,0.0,.000,2.7,5.9,.462,.459,1.9,2.4,.765,2.5,3.8,0.7,0.4,0.3,1.0,2.6,7.3
478,Udonis Haslem,2005,24,MIA,PF,80,80,33.4,4.3,8.0,.540,0.0,0.1,.000,4.3,8.0,.543,.540,2.2,2.8,.791,3.0,6.1,1.4,0.8,0.5,1.4,3.3,10.9
479,Udonis Haslem,2006,25,MIA,PF,81,80,30.8,3.7,7.3,.508,0.0,0.0,.000,3.7,7.3,.509,.508,1.9,2.5,.789,2.1,5.8,1.2,0.6,0.2,1.0,2.7,9.3
480,Udonis Haslem,2007,26,MIA,PF,79,79,31.4,4.5,9.1,.492,0.0,0.1,.000,4.5,9.0,.495,.492,1.7,2.6,.680,2.4,5.9,1.2,0.6,0.3,1.4,3.0,10.7
481,Udonis Haslem,2008,27,MIA,PF,49,48,36.8,4.8,10.3,.467,0.0,0.0,,4.8,10.3,.467,.467,2.3,2.9,.810,2.2,6.9,1.4,0.8,0.4,1.4,3.0,12.0
482,Udonis Haslem,2009,28,MIA,PF,75,75,34.1,4.4,8.6,.518,0.0,0.0,,4.4,8.6,.518,.518,1.7,2.3,.753,2.3,6.0,1.1,0.6,0.3,1.1,2.7,10.6
483,Udonis Haslem,2010,29,MIA,PF,78,0,27.9,4.0,8.1,.494,0.0,0.0,,4.0,8.1,.494,.494,1.9,2.5,.762,2.1,5.9,0.7,0.4,0.3,1.0,2.2,9.9
484,Udonis Haslem,2011,30,MIA,PF,13,0,26.5,3.4,6.6,.512,0.0,0.0,,3.4,6.6,.512,.512,1.2,1.5,.800,2.2,5.9,0.5,0.5,0.2,1.1,3.0,8.0
485,Udonis Haslem,2012,31,MIA,PF,64,10,24.8,2.4,5.6,.423,0.0,0.0,,2.4,5.6,.423,.423,1.3,1.6,.814,1.8,5.5,0.7,0.5,0.4,0.9,2.2,6.0
486,Udonis Haslem,2013,32,MIA,PF,75,59,18.9,1.7,3.3,.514,0.0,0.0,,1.7,3.3,.514,.514,0.4,0.6,.711,1.3,4.1,0.5,0.4,0.2,0.6,2.3,3.9
487,Udonis Haslem,2014,33,MIA,PF,46,18,14.2,1.6,3.2,.507,0.0,0.0,,1.6,3.2,.507,.507,0.5,1.0,.568,0.9,2.9,0.3,0.2,0.3,0.5,1.7,3.8
488,Udonis Haslem,2015,34,MIA,PF,62,25,16.0,1.7,3.9,.448,0.0,0.2,.200,1.7,3.7,.459,.452,0.7,1.0,.703,1.1,3.0,0.7,0.3,0.2,0.7,1.8,4.2
489,Udonis Haslem,2016,35,MIA,PF,37,0,7.0,0.6,1.6,.377,0.0,0.2,.111,0.6,1.4,.423,.385,0.3,0.4,.750,0.3,1.8,0.4,0.1,0.1,0.1,0.7,1.6
490,Udonis Haslem,2017,36,MIA,C,16,0,8.1,0.7,1.4,.478,0.0,0.2,.000,0.7,1.3,.550,.478,0.6,0.9,.600,0.5,1.8,0.4,0.4,0.1,0.5,1.4,1.9
491,Udonis Haslem,2018,37,MIA,C,14,0,5.1,0.2,1.1,.200,0.1,0.6,.125,0.1,0.5,.286,.233,0.1,0.1,.500,0.2,0.5,0.4,0.0,0.1,0.1,0.2,0.6
492,Udonis Haslem,2019,38,MIA,C,3,0,4.7,0.7,2.0,.333,0.0,0.7,.000,0.7,1.3,.500,.333,0.0,0.0,,0.3,1.3,0.0,0.0,0.0,0.7,1.0,1.3
493,Dwyane Wade,2004,22,MIA,PG,61,56,34.9,6.1,13.1,.465,0.3,0.9,.302,5.8,12.2,.477,.475,3.8,5.1,.747,1.4,2.7,4.5,1.4,0.6,3.2,2.3,16.2
494,Dwyane Wade,2005,23,MIA,SG,77,77,38.6,8.2,17.1,.478,0.2,0.6,.289,8.0,16.5,.485,.483,7.5,9.9,.762,1.4,3.7,6.8,1.6,1.1,4.2,3.0,24.1
495,Dwyane Wade,2006,24,MIA,SG,75,75,38.6,9.3,18.8,.495,0.2,1.0,.171,9.1,17.8,.513,.499,8.4,10.7,.783,1.4,4.3,6.7,1.9,0.8,3.6,2.9,27.2
496,Dwyane Wade,2007,25,MIA,SG,51,50,37.9,9.3,18.9,.491,0.4,1.5,.266,8.8,17.3,.511,.502,8.5,10.5,.807,1.0,3.7,7.5,2.1,1.2,4.2,2.3,27.4
497,Dwyane Wade,2008,26,MIA,SG,51,49,38.3,8.6,18.4,.469,0.4,1.5,.286,8.2,16.9,.485,.480,6.9,9.2,.758,0.9,3.3,6.9,1.7,0.7,4.4,2.7,24.6
498,Dwyane Wade,2009,27,MIA,SG,79,79,38.6,10.8,22.0,.491,1.1,3.5,.317,9.7,18.5,.524,.516,7.5,9.8,.765,1.1,3.9,7.5,2.2,1.3,3.4,2.3,30.2
499,Dwyane Wade,2010,28,MIA,SG,77,77,36.3,9.3,19.6,.476,0.9,3.2,.300,8.4,16.5,.509,.500,6.9,9.1,.761,1.4,3.5,6.5,1.8,1.1,3.3,2.4,26.6
500,Dwyane Wade,2011,29,MIA,SG,76,76,37.1,9.1,18.2,.500,0.8,2.7,.306,8.3,15.5,.534,.523,6.5,8.6,.758,1.6,4.8,4.6,1.5,1.1,3.1,2.6,25.5
501,Dwyane Wade,2012,30,MIA,SG,49,49,33.2,8.5,17.1,.497,0.3,1.1,.268,8.2,15.9,.513,.506,4.8,6.1,.791,1.5,3.3,4.6,1.7,1.3,2.6,2.2,22.1
502,Dwyane Wade,2013,31,MIA,SG,69,69,34.7,8.2,15.8,.521,0.2,1.0,.258,8.0,14.9,.537,.528,4.5,6.2,.725,1.2,3.7,5.1,1.9,0.8,2.8,2.0,21.2
503,Dwyane Wade,2014,32,MIA,SG,54,53,32.9,7.7,14.1,.545,0.2,0.6,.281,7.5,13.5,.557,.551,3.5,4.8,.733,1.1,3.4,4.7,1.5,0.5,3.0,2.0,19.0
504,Dwyane Wade,2015,33,MIA,SG,62,62,31.8,8.2,17.5,.470,0.5,1.6,.284,7.7,15.8,.489,.483,4.6,6.0,.768,0.9,2.6,4.8,1.2,0.3,3.4,1.7,21.5
505,Dwyane Wade,2016,34,MIA,SG,74,73,30.5,7.3,16.0,.456,0.1,0.6,.159,7.2,15.4,.468,.459,4.4,5.5,.793,1.1,3.0,4.6,1.1,0.6,2.7,1.6,19.0
506,Dwyane Wade,2017,35,CHI,SG,60,59,29.9,6.9,15.9,.434,0.8,2.4,.310,6.2,13.5,.456,.457,3.7,4.7,.794,1.1,3.5,3.8,1.4,0.7,2.3,1.9,18.3
507,Dwyane Wade,2018,36,TOT,SG,67,3,22.9,4.5,10.2,.438,0.5,1.7,.288,4.0,8.5,.468,.462,2.0,2.8,.714,0.7,3.0,3.4,0.9,0.7,2.1,1.9,11.4
508,Dwyane Wade,2019,37,MIA,SG,30,0,25.5,5.1,12.3,.413,1.3,3.9,.325,3.8,8.4,.454,.465,2.5,3.7,.682,0.9,2.7,4.0,0.7,0.6,2.2,1.6,13.9
509,Stanley Johnson,2016,19,DET,SF,73,6,23.1,3.1,8.2,.375,0.9,2.8,.307,2.2,5.4,.410,.428,1.1,1.4,.784,0.8,3.4,1.6,0.8,0.2,1.6,2.4,8.1
510,Stanley Johnson,2017,20,DET,SF,77,1,17.8,1.7,4.7,.353,0.6,2.0,.292,1.1,2.7,.398,.415,0.5,0.7,.679,0.5,2.0,1.4,0.7,0.3,0.9,1.6,4.4
511,Stanley Johnson,2018,21,DET,SF,69,50,27.4,3.0,8.1,.375,1.0,3.4,.286,2.1,4.7,.439,.435,1.6,2.1,.772,0.5,3.2,1.6,1.4,0.2,1.1,2.4,8.7
512,Stanley Johnson,2019,22,DET,SF,34,7,20.6,3.1,8.1,.385,1.1,4.2,.266,2.0,3.9,.515,.455,0.9,1.1,.763,0.6,3.1,1.2,1.0,0.3,1.4,2.1,8.2
513,Reggie Jackson,2012,21,OKC,PG,45,0,11.1,1.1,3.5,.321,0.3,1.4,.210,0.8,2.2,.392,.362,0.6,0.6,.862,0.3,0.9,1.6,0.6,0.0,0.8,0.7,3.1
514,Reggie Jackson,2013,22,OKC,PG,70,0,14.2,2.1,4.6,.458,0.3,1.5,.231,1.8,3.2,.566,.495,0.7,0.9,.839,0.3,2.1,1.7,0.4,0.2,0.8,1.2,5.3
515,Reggie Jackson,2014,23,OKC,PG,80,36,28.5,5.0,11.5,.440,1.0,3.1,.339,4.0,8.4,.477,.485,2.0,2.2,.893,0.5,3.4,4.1,1.1,0.1,2.1,1.8,13.1
516,Reggie Jackson,2015,24,TOT,PG,77,40,29.5,5.6,12.9,.434,0.9,3.1,.299,4.7,9.8,.477,.470,2.4,2.8,.830,0.7,3.5,6.0,0.8,0.1,2.4,2.2,14.5
517,Reggie Jackson,2016,25,DET,PG,79,79,30.7,6.8,15.7,.434,1.5,4.2,.353,5.3,11.5,.464,.482,3.7,4.3,.864,0.7,2.5,6.2,0.7,0.1,2.8,2.4,18.8
518,Reggie Jackson,2017,26,DET,PG,52,50,27.4,5.5,13.0,.419,1.3,3.5,.359,4.2,9.5,.442,.468,2.3,2.6,.868,0.4,1.8,5.2,0.7,0.1,2.2,2.5,14.5
519,Reggie Jackson,2018,27,DET,PG,45,45,26.7,5.5,12.8,.426,1.2,3.8,.308,4.3,9.1,.475,.471,2.5,3.0,.836,0.6,2.1,5.3,0.6,0.1,2.2,1.9,14.6
520,Reggie Jackson,2019,28,DET,PG,39,39,28.2,5.1,12.3,.410,2.0,5.8,.347,3.1,6.5,.467,.492,2.9,3.4,.871,0.6,2.1,4.3,0.7,0.2,2.0,3.1,15.1
521,Jon Leuer,2012,22,MIL,PF,46,12,12.1,2.1,4.2,.508,0.1,0.2,.333,2.0,4.0,.516,.516,0.5,0.6,.750,1.0,1.6,0.5,0.3,0.4,0.4,1.5,4.7
522,Jon Leuer,2013,23,TOT,PF-C,28,0,6.7,0.9,1.9,.481,0.0,0.1,.000,0.9,1.8,.510,.481,0.2,0.5,.462,0.5,0.9,0.3,0.2,0.0,0.3,0.8,2.0
523,Jon Leuer,2014,24,MEM,PF,49,0,13.1,2.5,5.0,.492,0.5,1.0,.469,2.0,4.0,.497,.539,0.8,1.0,.787,0.8,2.5,0.4,0.4,0.3,0.6,1.3,6.2
524,Jon Leuer,2015,25,MEM,PF,63,6,13.1,1.9,4.3,.443,0.1,0.5,.241,1.8,3.9,.467,.456,0.6,0.9,.627,0.8,2.5,0.7,0.3,0.1,0.6,1.4,4.5
525,Jon Leuer,2016,26,PHO,PF,67,27,18.7,3.3,7.0,.481,0.6,1.6,.382,2.7,5.3,.511,.526,1.1,1.5,.762,1.1,4.4,1.1,0.6,0.4,1.1,1.9,8.5
526,Jon Leuer,2017,27,DET,PF,75,34,25.9,4.1,8.6,.480,0.7,2.2,.293,3.5,6.4,.545,.518,1.3,1.5,.867,1.4,4.0,1.5,0.4,0.3,0.9,1.9,10.2
527,Jon Leuer,2018,28,DET,PF,8,0,17.0,1.9,4.5,.417,0.0,0.4,.000,1.9,4.1,.455,.417,1.6,1.9,.867,0.9,3.1,0.6,0.1,0.4,0.9,2.0,5.4
528,Jon Leuer,2019,29,DET,PF,25,1,11.0,1.8,3.0,.592,0.0,0.4,.000,1.8,2.7,.672,.592,0.8,0.9,.826,0.7,1.8,0.4,0.3,0.1,0.6,1.5,4.4
529,Ish Smith,2011,22,TOT,PG,43,3,10.3,1.0,2.7,.374,0.1,0.2,.300,0.9,2.4,.381,.387,0.3,0.5,.571,0.2,0.9,1.8,0.4,0.0,0.8,0.9,2.3
530,Ish Smith,2012,23,TOT,PG,26,1,9.0,1.2,3.1,.383,0.1,0.3,.333,1.1,2.8,.389,.401,0.3,0.4,.700,0.3,1.1,1.6,0.6,0.1,0.5,0.6,2.8
531,Ish Smith,2013,24,TOT,PG,52,3,9.9,1.1,3.1,.352,0.2,0.5,.296,0.9,2.5,.364,.377,0.1,0.1,.429,0.2,0.9,1.7,0.4,0.2,0.7,0.5,2.4
532,Ish Smith,2014,25,PHO,PG,70,1,14.4,1.7,4.0,.423,0.0,0.3,.043,1.7,3.7,.457,.425,0.3,0.6,.564,0.4,1.4,2.6,0.7,0.2,0.9,0.9,3.7
533,Ish Smith,2015,26,TOT,PG,55,14,15.1,2.6,6.7,.390,0.3,1.1,.300,2.3,5.6,.407,.414,0.6,1.0,.596,0.3,1.5,3.3,0.7,0.1,1.4,0.9,6.1
534,Ish Smith,2016,27,TOT,PG,77,53,29.1,5.2,12.6,.411,0.7,2.2,.329,4.4,10.4,.428,.440,1.6,2.3,.693,0.6,3.4,6.5,1.1,0.3,2.3,1.7,12.6
535,Ish Smith,2017,28,DET,PG,81,32,24.1,4.1,9.2,.439,0.3,1.3,.267,3.7,8.0,.467,.458,0.9,1.3,.706,0.3,2.6,5.2,0.8,0.4,1.4,1.6,9.4
536,Ish Smith,2018,29,DET,PG,82,35,24.9,4.7,9.8,.486,0.4,1.2,.347,4.3,8.5,.506,.507,1.0,1.4,.698,0.3,2.4,4.4,0.8,0.2,1.3,1.7,10.9
537,Ish Smith,2019,30,DET,PG,22,0,24.4,3.9,9.3,.415,1.1,3.5,.329,2.7,5.9,.465,.476,0.4,0.5,.667,0.0,1.9,3.0,0.5,0.3,1.1,2.4,9.2
538,Andre Drummond,2013,19,DET,C,60,10,20.7,3.5,5.7,.608,0.0,0.0,.500,3.5,5.7,.609,.610,1.0,2.7,.371,2.8,4.8,0.5,1.0,1.6,1.0,2.4,7.9
539,Andre Drummond,2014,20,DET,C,81,81,32.3,5.9,9.5,.623,0.0,0.0,.000,5.9,9.5,.625,.623,1.7,4.0,.418,5.4,7.8,0.4,1.2,1.6,1.4,3.4,13.5
540,Andre Drummond,2015,21,DET,C,82,82,30.5,6.0,11.7,.514,0.0,0.0,.000,6.0,11.7,.515,.514,1.7,4.5,.389,5.3,8.1,0.7,0.9,1.9,1.5,3.5,13.8
541,Andre Drummond,2016,22,DET,C,81,81,32.9,6.8,13.1,.521,0.0,0.1,.333,6.8,13.0,.522,.522,2.6,7.2,.355,4.9,9.9,0.8,1.5,1.4,1.9,3.0,16.2
542,Andre Drummond,2017,23,DET,C,81,81,29.7,6.0,11.2,.530,0.0,0.1,.286,5.9,11.2,.532,.531,1.7,4.4,.386,4.3,9.5,1.1,1.5,1.1,1.9,2.9,13.6
543,Andre Drummond,2018,24,DET,C,78,78,33.7,6.0,11.3,.529,0.0,0.1,.000,6.0,11.2,.536,.529,3.1,5.1,.605,5.1,10.9,3.0,1.5,1.6,2.6,3.2,15.0
544,Andre Drummond,2019,25,DET,C,39,39,33.2,7.1,14.2,.500,0.1,0.7,.143,7.0,13.4,.519,.504,2.6,5.1,.510,5.3,9.7,1.2,1.6,1.8,2.5,3.4,16.8
545,Henry Ellenson,2017,20,DET,PF,19,2,7.7,1.2,3.4,.359,0.5,1.8,.286,0.7,1.5,.448,.438,0.2,0.4,.500,0.4,1.7,0.4,0.1,0.1,0.7,0.3,3.2
546,Henry Ellenson,2018,21,DET,PF,38,0,8.7,1.4,3.8,.363,0.5,1.6,.333,0.9,2.3,.384,.432,0.7,0.8,.862,0.3,1.9,0.5,0.1,0.0,0.5,0.6,4.0
547,Henry Ellenson,2019,22,DET,PF,2,0,12.5,2.0,5.0,.400,1.0,2.0,.500,1.0,3.0,.333,.500,1.0,1.0,1.000,0.0,4.5,0.5,0.0,0.0,0.0,1.0,6.0
548,Luke Kennard,2018,21,DET,SG,73,9,20.0,2.8,6.4,.443,1.1,2.7,.415,1.7,3.7,.463,.530,0.9,1.0,.855,0.3,2.1,1.7,0.6,0.2,0.9,1.2,7.6
549,Luke Kennard,2019,22,DET,SG,21,8,19.0,2.9,6.8,.420,1.1,3.2,.353,1.7,3.6,.480,.503,0.4,0.7,.600,0.2,2.7,1.3,0.3,0.1,0.7,1.2,7.3
550,Langston Galloway,2015,23,NYK,PG,45,41,32.4,4.5,11.4,.399,1.4,3.9,.352,3.2,7.4,.424,.460,1.4,1.7,.808,0.8,3.4,3.3,1.2,0.3,1.4,2.9,11.8
551,Langston Galloway,2016,24,NYK,PG,82,7,24.8,2.8,7.2,.393,0.9,2.7,.344,1.9,4.4,.423,.458,1.0,1.4,.754,0.5,3.0,2.5,0.9,0.3,0.7,2.2,7.6
552,Langston Galloway,2017,25,TOT,PG,74,2,20.2,2.8,7.4,.380,1.6,4.2,.390,1.2,3.2,.367,.490,0.7,0.9,.797,0.4,1.7,1.3,0.6,0.1,0.6,1.3,7.9
553,Langston Galloway,2018,26,DET,SG,58,2,14.9,2.2,5.9,.371,1.3,3.8,.344,0.9,2.1,.418,.481,0.6,0.7,.805,0.2,1.4,1.0,0.6,0.1,0.3,0.7,6.2
554,Langston Galloway,2019,27,DET,SG,38,1,22.4,3.0,7.7,.394,1.7,4.9,.349,1.3,2.8,.472,.505,0.9,1.2,.800,0.7,1.8,1.1,0.5,0.1,0.4,1.7,8.7
555,Reggie Bullock,2014,22,LAC,SF,43,0,9.2,1.0,2.8,.355,0.5,1.7,.301,0.5,1.1,.438,.446,0.2,0.2,.778,0.3,1.0,0.3,0.2,0.0,0.3,0.6,2.7
556,Reggie Bullock,2015,23,TOT,SF,36,2,9.4,0.7,1.9,.343,0.4,1.3,.326,0.3,0.7,.375,.450,0.2,0.3,.667,0.0,1.4,0.2,0.3,0.1,0.2,0.5,1.9
557,Reggie Bullock,2016,24,DET,SF,37,0,11.6,1.2,2.6,.439,0.6,1.4,.415,0.6,1.2,.467,.551,0.4,0.4,.933,0.4,1.5,0.7,0.3,0.1,0.2,0.8,3.3
558,Reggie Bullock,2017,25,DET,SF,31,5,15.1,1.7,4.1,.422,0.9,2.4,.384,0.8,1.8,.473,.531,0.2,0.2,.714,0.4,1.6,0.9,0.6,0.1,0.3,0.7,4.5
559,Reggie Bullock,2018,26,DET,SF,62,52,27.9,4.3,8.8,.489,2.0,4.5,.445,2.3,4.3,.536,.603,0.6,0.8,.796,0.4,2.0,1.5,0.8,0.2,0.8,1.1,11.3
560,Reggie Bullock,2019,27,DET,SG,31,31,30.3,4.1,9.9,.412,2.5,6.3,.388,1.6,3.6,.455,.536,1.3,1.5,.870,0.5,2.0,2.2,0.5,0.1,1.2,1.6,11.9
561,Blake Griffin,2011,21,LAC,PF,82,82,38.0,8.5,16.8,.506,0.1,0.3,.292,8.4,16.5,.510,.508,5.4,8.5,.642,3.3,8.8,3.8,0.8,0.5,2.7,3.1,22.5
562,Blake Griffin,2012,22,LAC,PF,66,66,36.2,8.5,15.5,.549,0.0,0.2,.125,8.5,15.2,.556,.550,3.7,7.1,.521,3.3,7.6,3.2,0.8,0.7,2.3,3.3,20.7
563,Blake Griffin,2013,23,LAC,PF,80,80,32.5,7.2,13.4,.538,0.1,0.4,.179,7.2,13.1,.548,.541,3.5,5.3,.660,2.3,6.0,3.7,1.2,0.6,2.3,2.9,18.0
564,Blake Griffin,2014,24,LAC,PF,80,80,35.8,9.0,17.0,.528,0.2,0.6,.273,8.8,16.4,.537,.533,6.0,8.4,.715,2.4,7.1,3.9,1.2,0.6,2.8,3.3,24.1
565,Blake Griffin,2015,25,LAC,PF,67,67,35.2,8.6,17.1,.502,0.1,0.4,.400,8.4,16.7,.504,.506,4.6,6.4,.728,1.9,5.7,5.3,0.9,0.5,2.3,2.9,21.9
566,Blake Griffin,2016,26,LAC,PF,35,35,33.4,8.6,17.2,.499,0.2,0.5,.333,8.4,16.7,.504,.504,4.0,5.5,.727,1.5,6.9,4.9,0.8,0.5,2.4,2.7,21.4
567,Blake Griffin,2017,27,LAC,PF,61,61,34.0,7.9,15.9,.493,0.6,1.9,.336,7.2,14.1,.514,.513,5.2,6.9,.760,1.8,6.3,4.9,0.9,0.4,2.3,2.6,21.6
568,Blake Griffin,2018,28,TOT,PF,58,58,34.0,7.5,17.2,.438,1.9,5.6,.345,5.6,11.6,.482,.493,4.5,5.7,.785,1.3,6.1,5.8,0.7,0.3,2.8,2.4,21.4
569,Blake Griffin,2019,29,DET,PF,38,38,35.9,8.6,18.0,.475,2.3,6.4,.362,6.2,11.6,.537,.539,5.7,7.6,.749,1.3,7.0,5.3,0.7,0.4,3.8,2.8,25.1
570,Bruce Brown,2019,22,DET,SG,32,15,19.9,1.9,4.9,.397,0.3,1.4,.222,1.6,3.5,.468,.429,0.7,1.0,.742,0.8,1.9,1.4,0.4,0.5,0.7,2.6,4.9
571,Glenn Robinson III,2015,21,TOT,SG-SF,35,1,7.5,0.7,1.9,.388,0.1,0.5,.263,0.6,1.4,.438,.425,0.5,0.7,.667,0.4,0.7,0.3,0.2,0.0,0.3,0.4,2.1
572,Glenn Robinson III,2016,22,IND,SF,45,4,11.3,1.4,3.4,.430,0.3,0.8,.378,1.1,2.5,.447,.477,0.6,0.9,.692,0.3,1.2,0.6,0.4,0.2,0.4,0.5,3.8
